Name,Genre,Duration,Rating,Vote Count
Moana 2,Adventure,100,6.7,88000
Flow,Adventure,85,7.9,59000
Gladiator II,Adventure,148,6.5,217000
Sonic the Hedgehog 3,Adventure,110,6.9,53000
Venom: The Last Dance,Adventure,110,6.0,108000
Dune: Part Two,Adventure,166,8.5,613000
Mufasa: The Lion King,Adventure,118,6.6,48000
The Lord of the Rings: The War of the Rohirrim,Adventure,134,6.3,28000
Furiosa: A Mad Max Saga,Adventure,148,7.5,280000
Deadpool & Wolverine,Adventure,128,7.6,480000
The Day the Earth Blew Up: A Looney Tunes Movie,Adventure,91,7.0,2100
Borderlands,Adventure,101,4.7,45000
Paddington in Peru,Adventure,106,6.7,17000
Night of the Zoopocalypse,Adventure,91,6.3,333
Twisters,Adventure,122,6.5,160000
Civil War,Adventure,109,7.0,232000
Despicable Me 4,Adventure,94,6.2,63000
The Count of Monte-Cristo,Adventure,178,7.6,32000
Inside Out 2,Adventure,96,7.5,211000
Kingdom of the Planet of the Apes,Adventure,145,6.9,149000
Red One,Adventure,123,6.3,137000
Transformers One,Adventure,104,7.6,47000
Solo Leveling: ReAwakening,Adventure,121,8.7,7000
Bad Boys: Ride or Die,Adventure,115,6.5,98000
Love Lies Bleeding,Adventure,104,6.6,56000
Damsel,Adventure,110,6.1,108000
Ghostbusters: Frozen Empire,Adventure,115,6.1,92000
The Return,Adventure,116,6.2,7500
Madame Web,Adventure,116,4.0,99000
Godzilla x Kong: The New Empire,Adventure,115,6.1,119000
Freaky Tales,Adventure,106,6.4,371
Wallace & Gromit: Vengeance Most Fowl,Adventure,82,7.5,33000
Harold and the Purple Crayon,Adventure,90,5.7,7900
Attack on Titan the Movie: The Last Attack,Adventure,145,9.3,14000
Spaceman,Adventure,107,5.7,42000
Uglies,Adventure,100,4.7,32000
Kung Fu Panda 4,Adventure,94,6.3,67000
The Garfield Movie,Adventure,101,5.7,24000
Hitpig,Adventure,86,5.0,836
Kalki 2898 AD,Adventure,180,7.0,66000
Descendants: The Rise of Red,Adventure,91,4.7,6900
The Empire,Adventure,110,5.2,1200
Atlas,Adventure,118,5.6,55000
Survive,Adventure,90,4.6,2100
Rebel Moon - Part Two: The Scargiver,Adventure,122,5.3,59000
Spellbound,Adventure,109,5.7,6300
Arthur the King,Adventure,107,7.0,34000
Winner,Adventure,103,6.5,2300
Monster Summer,Adventure,97,5.7,3500
Saving Bikini Bottom: The Sandy Cheeks Movie,Adventure,82,3.7,3700
My Penguin Friend,Adventure,97,6.7,4700
Family Pack,Adventure,94,5.5,8700
Lost on a Mountain in Maine,Adventure,98,6.2,1100
No Way Up,Adventure,90,4.6,10000
The Unholy Trinity,Adventure,93,7.9,49
Bookworm,Adventure,103,6.0,1800
Megamind vs. The Doom Syndicate,Adventure,83,2.5,5500
The Goat Life,Adventure,173,7.1,47000
Orion and the Dark,Adventure,93,6.3,17000
The Best Christmas Pageant Ever,Adventure,99,6.8,6000
Something in the Water,Adventure,86,4.1,4500
Sasquatch Sunset,Adventure,88,5.4,5300
A Sloth Story,Adventure,90,5.6,179
"I, the Executioner",Adventure,118,6.3,1600
My Hero Academia: You're Next,Adventure,110,7.0,1900
Justice League: Crisis on Infinite Earths - Part One,Adventure,93,6.2,8300
River of Blood,Adventure,86,5.4,1600
That Christmas,Adventure,91,6.8,17000
Thelma the Unicorn,Adventure,93,5.7,2900
Badland Hunters,Adventure,107,5.9,12000
The Courier,Adventure,101,6.0,4300
Justice League: Crisis on Infinite Earths - Part Three,Adventure,94,6.1,4300
The Tiger's Apprentice,Adventure,84,5.7,2100
The Lost Tiger,Adventure,90,7.9,36
The Price of Money: A Largo Winch Adventure,Adventure,100,5.1,1100
No Chains No Masters,Adventure,98,6.4,480
Guest from the Future,Adventure,141,6.0,1200
200% Wolf,Adventure,98,6.0,1300
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Adventure,104,7.1,8300
The Wages of Fear,Adventure,104,4.6,4000
Unspeakable: Beyond the Wall of Sleep,Adventure,90,5.9,38
Operation Blood Hunt,Adventure,93,3.4,456
Ultraman: Rising,Adventure,117,6.9,6200
Angels Fallen: Warriors of Peace,Adventure,103,4.9,5800
Cult Killer,Adventure,105,4.8,2700
Doraemon the Movie: Nobita's Earth Symphony,Adventure,115,6.6,1400
Golden Kamuy,Adventure,127,6.3,2500
Autumn and the Black Jaguar,Adventure,100,5.6,964
Manjummel Boys,Adventure,135,8.2,27000
Woody Woodpecker Goes to Camp,Adventure,100,4.5,2500
Justice League: Crisis on Infinite Earths - Part Two,Adventure,94,5.5,5200
WWII: Operation Phoenix,Adventure,106,6.6,63
Anaconda,Adventure,84,4.9,603
My Fathers' Daughter,Adventure,78,6.6,71
Buffalo Kids,Adventure,93,6.6,640
Hanu Man,Adventure,158,7.7,29000
Dragonkeeper,Adventure,98,5.7,1600
The Forest,Adventure,77,6.5,20
The Firing Squad,Adventure,93,5.4,5000
Sixty Minutes,Adventure,88,5.7,5100
Escape,Adventure,94,6.4,1900
The Last Redemption,Adventure,122,6.7,3400
Crayon Shin-chan: Ora's Dinosaur Diary,Adventure,106,6.5,313
My Freaky Family,Adventure,86,6.4,388
Meanwhile on Earth,Adventure,89,6.0,871
Spiders on a Plane,Adventure,78,5.7,360
Bambi: A Tale of Life in the Woods,Adventure,85,5.7,150
A Legend,Adventure,129,4.7,858
Man and Witch: The Dance of a Thousand Steps,Adventure,94,5.5,327
Kanguva,Adventure,152,4.5,14000
Cells at Work!,Adventure,109,6.8,169
The Slave and the Sorcerer,Adventure,86,6.7,37
Saint-Exupéry,Adventure,98,5.5,237
Storm Crashers,Adventure,88,6.3,550
Dalia y el Libro Rojo,Adventure,107,6.5,52
Overlord: The Sacred Kingdom,Adventure,135,7.0,701
Roadkill,Adventure,90,3.6,672
Rebellious,Adventure,94,6.0,161
A.R.M,Adventure,150,7.1,8500
Robin and the Hoods,Adventure,100,4.4,504
Eat the Night,Adventure,106,6.2,416
War of the Worlds: Extinction,Adventure,84,3.0,179
The Last Ronin,Adventure,121,4.9,227
Devil's Knight,Adventure,90,5.4,780
Thangalaan,Adventure,156,6.6,6500
The Twisters,Adventure,86,2.5,315
Bade Miyan Chote Miyan,Adventure,163,3.8,39000
Bionic,Adventure,110,4.3,1700
Going Viral,Adventure,90,6.8,50
School of Magical Animals 3,Adventure,105,5.9,297
A Trip Elsewhere,Adventure,93,5.6,95
The Last of Us: Immunity,Adventure,64,6.3,13
Escape from the 21st Century,Adventure,98,6.5,815
Pimpinero: Blood and Oil,Adventure,121,5.6,538
Rally Caps,Adventure,100,5.5,133
My Oni Girl,Adventure,112,6.0,1700
Never Look Away,Adventure,85,7.2,247
Return to Wickensburg,Adventure,88,4.8,22
Shrek 5: The Contract - A Fan Made Film,Adventure,84,7.0,18
Jathara,Adventure,129,6.4,1000
The Mountain,Adventure,89,6.6,151
Fox & Hare Save the Forest,Adventure,71,5.9,192
Noah's Ark,Adventure,96,4.3,624
No Time to Spy: A Loud House Movie,Adventure,81,6.4,435
Memes & Nightmares,Adventure,81,5.7,76
Witch Hunter,Adventure,80,5.5,22
Bureau 749,Adventure,123,4.1,503
Ayalaan,Adventure,155,6.0,4000
The Keepers of the 5 Kingdoms,Adventure,109,4.1,216
Panda Bear in Africa,Adventure,84,5.5,308
The Kingdom,Adventure,133,7.9,85
Mobile Suit Gundam SEED Freedom,Adventure,124,6.6,925
Gaami,Adventure,147,6.4,2000
The Phantom Warrior,Adventure,119,2.4,552
Odio el verano,Adventure,103,5.1,550
Raqa,Adventure,107,6.5,58
Ahl Al Kahf,Adventure,120,5.2,237
Seven Seas Seven Hills,Adventure,90,8.6,85
Road Wars: Max Fury,Adventure,83,2.0,349
Barroz: Guardian of Treasures,Adventure,155,3.5,948
Diving Into the Darkness,Adventure,96,9.1,82
Abudeka Is Back,Adventure,120,5.2,30
Buddy,Adventure,137,3.8,340
Zak & Wowo: The Legend of Lendarys,Adventure,85,5.7,86
Stranded Pearl,Adventure,90,6.0,27
Ghost Island,Adventure,95,7.1,43
Gracie and Pedro: Pets to the Rescue,Adventure,87,5.1,259
Vertical,Adventure,111,5.2,116
Its Name Was Mormo,Adventure,93,3.8,111
Gladiators,Adventure,95,6.6,35
The Adventures of Jurassic Pet: Return to the Wild,Adventure,90,5.4,52
Trifole,Adventure,100,7.5,44
The Casagrandes Movie,Adventure,89,5.6,652
Cazatesoros,Adventure,106,6.7,21
The Big Trip 3: Race Around the World,Adventure,85,5.7,50
Big City Greens the Movie: Spacecation,Adventure,0,6.2,531
"Maya, donne-moi un titre",Adventure,61,6.4,47
Teenz,Adventure,122,4.4,861
Empire Queen: The Golden Age of Magic,Adventure,148,3.2,204
Captain Miller,Adventure,157,6.5,8600
Game On,Adventure,85,2.6,347
Little Emma,Adventure,106,5.7,102
Spirit Riser,Adventure,98,6.7,33
At Her Feet,Adventure,100,7.5,39
Elli and the Ghostly Ghost Train,Adventure,86,5.0,89
Yaren Leylek,Adventure,95,5.9,26
Amazon Bullseye,Adventure,113,5.3,183
Earthquake Underground,Adventure,83,3.3,189
Z-Mom,Adventure,90,4.7,42
Dead Dead Demon's Dededede Destruction,Adventure,120,7.0,137
Yolki 11,Adventure,92,4.7,163
Taklee Genesis x Worlds Collide,Adventure,146,5.5,383
The Traveller,Adventure,134,5.2,202
All for One,Adventure,97,1.2,606
Satu - Year of the Rabbit,Adventure,93,9.3,48
Stinky Summer,Adventure,90,5.9,45
Jurassic Triangle,Adventure,84,2.5,277
Captain Avispa,Adventure,96,5.8,172
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,Adventure,74,5.0,7
One Million Babes BC,Adventure,75,3.3,35
Powder Pup,Adventure,89,6.2,73
Oculus,Adventure,113,6.0,15
Rocky Road to Berlin,Adventure,104,7.2,1300
Chico Bento e a Goiabeira Maraviosa,Adventure,90,7.8,453
Kodaikanal,Adventure,173,9.2,67
Un lío de millones,Adventure,91,6.0,50
Letuchiy korabl,Adventure,100,3.8,290
Kvitebjørn,Adventure,85,5.9,52
Kiyma: Orman Kanunlari,Adventure,81,4.3,34
Bull Shark 3,Adventure,76,3.6,72
Dragon Ball Z Kai,Adventure,82,8.4,65
Dongeng Sang Kancil,Adventure,99,8.3,80
Joachim and the Apocalypse,Adventure,90,7.2,12
Tulang Belulang Tulang,Adventure,95,7.0,38
Troy the Bharat Putra,Adventure,134,5.5,31
Birds Flying East,Adventure,100,5.8,558
Friendly Fire,Adventure,105,6.6,30
Baba Yaga spasaet Novyy god,Adventure,99,4.4,113
I Heart Robots,Adventure,76,4.6,2300
The Star City Murders,Adventure,79,4.1,141
Major Grom: The Game,Adventure,168,6.1,1800
Dünya Mali: Eksi Bir,Adventure,133,7.2,16
Permafrost,Adventure,80,5.7,112
Death Game,Adventure,88,6.3,24
Tracing the Divide,Adventure,84,8.7,159
Sunlight,Adventure,96,7.9,17
Treasure Trackers,Adventure,92,5.8,154
The Backrooms,Adventure,63,6.2,7
Niko: Beyond the Northern Lights,Adventure,86,6.3,302
Mong Vuot,Adventure,96,5.3,115
The Epidemic,Adventure,95,5.8,69
Gepack,Adventure,97,6.6,357
Next to Us,Adventure,125,4.9,220
Die Chaosschwestern und Pinguin Paul,Adventure,100,5.7,66
Dünya Varmis,Adventure,100,7.3,48
Marianengraben,Adventure,87,7.6,65
Tri kota. Zimnie kanikuly,Adventure,65,6.1,27
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,Adventure,71,7.2,27
Håkan Bråkan 2,Adventure,92,5.4,128
Formed Police Unit,Adventure,120,4.6,472
LasseMajas detektivbyrå - Maskoten som försvann,Adventure,90,6.0,54
Bratya,Adventure,103,2.8,107
The Secret of Pin-Up Island,Adventure,107,7.4,92
Tipppsy,Adventure,115,8.1,32
Arctic Hollow,Adventure,70,2.3,179
Fuuto PI: Portrait of Kamen Rider Skull,Adventure,82,7.5,30
Advent,Adventure,119,7.5,6
Five Friends,Adventure,112,6.7,853
Ognivo,Adventure,105,5.4,213
Luigi's Mansion,Adventure,60,6.0,17
Rocky and Bullwinkle,Adventure,100,9.7,11
Si Juki the Movie: Harta Pulau Monyet,Adventure,107,6.0,114
Hain,Adventure,95,2.9,45
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,Adventure,90,6.8,14
Planetquake,Adventure,85,3.0,282
Goldbeak,Adventure,94,4.9,126
Naa Saami Ranga,Adventure,150,4.5,1200
Kaizen,Adventure,160,7.3,637
"Silex and the City, le film",Adventure,77,4.9,47
Askepote,Adventure,72,3.5,80
Appu,Adventure,92,8.6,181
Masha i Medved v kino: Park chudes,Adventure,58,7.0,16
Heavens: The Boy and His Robot,Adventure,98,6.3,21
Six Nine Five (695),Adventure,137,7.0,704
Steal the Naughty List,Adventure,90,6.7,113
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,Adventure,70,7.4,71
Shanghai Story,Adventure,71,8.1,55
The Worlds Divide,Adventure,120,8.0,36
Two Breaths,Adventure,18,8.1,21
Surge of Power: Where There's Smoke,Adventure,68,7.3,12
Güzel Bir Rüya,Adventure,79,4.8,41
Wonderland,Adventure,120,6.8,12
Longe da Estrada,Adventure,68,6.0,9
Cândido,Adventure,99,6.3,58
Vikaasaparva,Adventure,134,8.7,540
Benjamin Bat,Adventure,75,8.1,28
Fights Break Sphere 3,Adventure,81,4.7,8
Bar MoskvaChiki,Adventure,91,5.2,100
Kalvan,Adventure,142,5.6,984
Pui Pui Molcar the Movie: Molmax,Adventure,69,7.0,7
The Very Last Christmas,Adventure,75,8.5,11
Xibalba Monster,Adventure,76,6.0,20
Daye: Seret ahl el Daye,Adventure,104,7.8,15
Turma da Mônica Jovem: Reflexos do Medo,Adventure,88,2.8,256
The Eye of the Salamander,Adventure,81,7.9,20
Dikkie Dik en de Verdwenen Knuffel,Adventure,62,7.2,125
This Land of Mine,Adventure,90,8.0,5
Dead Dead Demon's Dededede Destruction Zenpen,Adventure,120,7.0,136
Kade,Adventure,92,6.5,15
Mama,Adventure,100,8.5,7
Samaya bolshaya luna,Adventure,105,2.4,128
"Fallen Leaves, Broken Lighters",Adventure,96,7.8,6
Piraty galaktiki Barrakuda,Adventure,92,4.4,79
Tokusou Sentai Dekaranger 20th: Fireball Booster,Adventure,50,7.1,29
Chernyy zamok,Adventure,115,7.8,17
Igrisca ne damo!,Adventure,79,6.9,26
The Yoshi Movie,Adventure,105,7.7,12
Vasilisa i khraniteli vremeni,Adventure,98,3.1,66
The Umbrella Fairy,Adventure,95,5.5,48
Triple 7: They Said It Couldn't Be Done,Adventure,97,8.5,13
Zoloto Umalty,Adventure,109,5.0,101
Yasmeen's Element,Adventure,76,7.6,20
Adam i Eva,Adventure,95,5.1,92
Tay 2: Ebabil Takimi,Adventure,78,5.5,35
Shadows of Betrayal: Chronicles of Ian Blair,Adventure,65,7.3,12
Mobile Suit Gundam: Silver Phantom,Adventure,90,6.1,13
Hope & Glory,Adventure,44,6.6,142
BAM!,Adventure,80,7.2,27
Historia de pastores,Adventure,80,6.0,26
De Legende van Familie Vos,Adventure,81,5.7,58
Oyunda Kal: Eglence Arenasi,Adventure,92,2.7,35
Operation Wakaliga: Fate and Blood,Adventure,66,6.7,11
Tur s Ivanushkami,Adventure,111,5.3,157
Jaunt,Adventure,78,8.4,7
Sam and Colby: The Legends of the Paranormal,Adventure,98,4.8,303
The Trail,Adventure,80,7.2,19
Manyunya. Priklyucheniya v derevne,Adventure,84,5.9,115
Warrior Awang and Master Tok Gajah,Adventure,118,4.6,472
A Christmas Carol,Adventure,39,9.8,11
Nothing Unusual,Adventure,92,9.7,12
Petualangan Anak Penangkap Hantu,Adventure,99,6.0,23
Mountain Boy,Adventure,93,8.2,17
Lo carga el diablo,Adventure,104,7.7,21
Manyunya. Priklyucheniya v Moskve,Adventure,87,5.7,107
Poklad,Adventure,100,4.6,33
Antarctic Voyage,Adventure,48,6.8,6
Tri bogatyrya. Ni dnya bez podviga,Adventure,61,5.7,62
Frankenstein Theater: The Magic Sword,Adventure,82,4.7,21
Moy dikiy drug,Adventure,100,6.7,52
Beyond existence,Adventure,95,5.8,10
Príncipe Lu e a Lenda do Dragão,Adventure,90,4.2,27
Chyortov kamen,Adventure,105,6.4,9
Goodbye Hamdi,Adventure,85,6.2,8
Tayna Chyornoy Ruki,Adventure,84,5.7,22
The Last Five Days: The Freak Building,Adventure,61,3.8,57
The Ballad of Straw Hat Sam,Adventure,45,9.2,10
YA - medved,Adventure,97,4.9,61
The Bigfoot Prophecy,Adventure,117,4.5,22
Chhota Bheem and the Curse of Damyaan,Adventure,145,4.8,2300
Novyy god v Beryozovke,Adventure,94,7.1,97
Mesken (Messuage),Adventure,102,7.3,34
Luccas e Gi em: Dinossauros,Adventure,91,3.5,27
Ngesot,Adventure,87,4.8,18
Anytime,Adventure,62,8.9,20
Mukhadrakon,Adventure,109,5.3,16
Dracu Ra,Adventure,106,5.5,34
Turbozavry. God drakona,Adventure,48,9.2,42
Abar Arownne Din Ratri,Adventure,111,7.8,7
Wilhelm Gustloff,Adventure,110,8.7,8
Il ricercatore,Adventure,71,5.8,7
Bremenskie muzykanty,Adventure,115,4.6,662
Mai Martaba,Adventure,86,4.8,9
Moy lyubimyy chempion,Adventure,95,2.3,419
Banana Boat,Adventure,78,5.7,19
Pirates & Slaves,Adventure,53,5.8,6
Suchana,Adventure,90,9.1,527
Let's Go! Anpanman: Baikinman and Lulun,Adventure,64,6.5,7
The Kingfish 2,Adventure,72,7.9,10
V potoke trekh stikhiy,Adventure,85,5.3,40
Boom!,Adventure,90,8.3,10
"Poymay sobaku, esli smozhesh",Adventure,96,3.5,36
No More Trouble - Cosa rimane di una tempesta,Adventure,97,8.4,17
Skazochnyy patrul. Shou prodolzhayetsya,Adventure,65,7.2,11
Piri Reis: The Incredible Chart,Adventure,138,6.8,21
Isle: Alpha One,Adventure,97,8.4,7
Suvorovets 1944,Adventure,90,6.1,7
Kyle and the Last Emerald 2,Adventure,15,8.4,7
Selebryata,Adventure,93,3.6,20
I'm Professional,Adventure,95,3.7,8
Colour Palette,Adventure,87,9.0,23
LUDA,Adventure,86,7.2,6
Whites Only: Ade's Extremist Adventure,Adventure,65,7.0,27
Dandelion,Adventure,95,8.9,9
Applepictures the Poseidon Legacy,Adventure,84,6.4,19
StarGazer: The Need of the Many,Adventure,47,5.0,9
The Blinkless,Adventure,59,7.8,12
PW V: Tears of the Fallen,Adventure,60,8.2,11
Beyaz Zenciler: Yapim Asamasi,Adventure,55,8.6,5
Gostya iz kosmosa,Adventure,70,8.5,6
Okhota na russkogo geniya,Adventure,71,2.6,7
Sehnsucht nach Firdaws,Adventure,103,8.5,6
Lajjpal,Adventure,252,9.0,8
